Store,MCC,Type,Timestamp,Processing Time (s)
Lekker Bikes,5940,Bicycle Shops – Sales and Service,2024-10-31 19:17:36,4.14
Lastminute.Com,4722,Travel Agencies and Tour Operations,2024-10-31 19:17:41,4.7
The Natural Transformer,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 19:17:46,4.66
Marais,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:17:50,4.54
Virgin Voyages,4411,Cruise and Steamship Lines,2024-10-31 19:17:55,5.39
Holland America Line,4411,Cruise and Steamship Lines,2024-10-31 19:18:01,5.05
Carnival Cruises,4411,Cruise and Steamship Lines,2024-10-31 19:18:06,5.78
Bubledon,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:18:11,4.57
Wallpaperdirect,5231,"Glass, Paint, and Wallpaper Stores",2024-10-31 19:18:15,4.48
Conrad Osaka,5812,Eating Places and Restaurants,2024-10-31 19:18:20,4.51
Storytel,5942,Book Stores,2024-10-31 19:18:26,5.94
Ecostore,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:18:31,4.93
Jaded London,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:18:35,4.48
Edible Blooms,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:18:40,4.62
Betta,5732,Electronics Sale,2024-10-31 19:18:44,4.41
Boniik,5977,Cosmetic Stores,2024-10-31 19:18:49,4.43
Ugg Express,5661,Shoe Stores,2024-10-31 19:18:53,4.57
Sundae Body,5977,Cosmetic Stores,2024-10-31 19:18:58,4.62
Feeling 18,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 19:19:02,4.57
Royal Doulton,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:19:07,4.41
Videopro,5732,Electronics Sale,2024-10-31 19:19:11,4.07
Canningvale,5311,Department Stores,2024-10-31 19:19:16,4.98
Super Sleeper Pro,5713,Floor Covering Stores,2024-10-31 19:19:20,4.28
Rivercity House And Home,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 19:19:26,5.37
Redsbaby,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:19:30,4.33
Catch Connect,5818,Digital Goods — Multi-category,2024-10-31 19:19:34,4.51
Alter Ego,5812,Eating Places and Restaurants,2024-10-31 19:19:39,4.54
The Wod Life,5941,Sporting Goods Stores,2024-10-31 19:19:43,4.51
Surfstitch,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:19:48,4.12
Miss Sixty,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:19:52,4.61
Sportitude,5941,Sporting Goods Stores,2024-10-31 19:19:57,4.47
Otterbox,5732,Electronics Sale,2024-10-31 19:20:01,4.19
Sa1Nt,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:20:05,4.24
White Glo,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:20:09,4.24
Wotnot Naturals,5977,Cosmetic Stores,2024-10-31 19:20:14,4.42
Australian Naturalcare,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 19:20:18,4.45
Unovino,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 19:20:22,4.26
Supplement Mart,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 19:20:27,4.48
Gifts Australia,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:20:31,4.5
Price Rite Mart,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:20:36,4.63
Biome,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:20:40,4.43
Base Compression,5941,Sporting Goods Stores,2024-10-31 19:20:46,5.36
Olight Australia,5732,Electronics Sale,2024-10-31 19:20:51,5.26
Bedzy,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 19:20:57,5.47
Beauty Amora,5977,Cosmetic Stores,2024-10-31 19:21:02,5.25
Innoxa,5977,Cosmetic Stores,2024-10-31 19:21:06,4.17
Australis Cosmetics,5977,Cosmetic Stores,2024-10-31 19:21:11,4.79
Petal & Pup,5621,Women’s Ready-to-wear Stores,2024-10-31 19:21:15,4.64
Melrose Health,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 19:21:20,4.73
The Athlete'S Foot,5661,Shoe Stores,2024-10-31 19:21:26,5.92
Saucony,5661,Shoe Stores,2024-10-31 19:21:31,5.16
Green Gadgets,5722,Household Appliance Stores,2024-10-31 19:21:36,4.87
Lack Of Color,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:21:41,4.82
Move With Us,7032,Sporting and Recreational Camps,2024-10-31 19:21:46,4.6
The Ugg Shop,5661,Shoe Stores,2024-10-31 19:21:50,4.56
Banana Republic,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:21:56,5.41
Ben Sherman,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:22:00,4.97
Newentor Australia,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 19:22:05,4.55
Boozebud,5921,"Package Stores – Beer, Wine, and Liquor",2024-10-31 19:22:10,4.68
Ptc Shop Australia,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:22:14,4.49
Momentous Living,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 19:22:19,4.57
Thriftbooks,5942,Book Stores,2024-10-31 19:22:23,4.49
Sabah Parks,4722,Travel Agencies and Tour Operations,2024-10-31 19:22:28,4.5
Scopely,5818,Digital Goods — Multi-category,2024-10-31 19:22:32,4.44
Moa Restrobar,5812,Eating Places and Restaurants,2024-10-31 19:22:36,4.01
Kinara Contemporary Indian Cuisine,5812,Eating Places and Restaurants,2024-10-31 19:22:41,4.37
Kinara North West,5812,Eating Places and Restaurants,2024-10-31 19:22:45,4.46
Bookabach,4722,Travel Agencies and Tour Operations,2024-10-31 19:22:49,4.42
Wotif,4722,Travel Agencies and Tour Operations,2024-10-31 19:22:55,5.66
Bloomeroo,5992,Florists,2024-10-31 19:23:00,4.48
Soft Spot Baby,5734,Computer Software Stores,2024-10-31 19:23:04,4.44
Bright Vision Community Hospital,8062,Hospitals,2024-10-31 19:23:09,4.5
Crawfurd Hospital,8062,Hospitals,2024-10-31 19:23:13,4.67
St Luke'S Hospital,8062,Hospitals,2024-10-31 19:23:18,4.54
Backdoor Bodega,5812,Eating Places and Restaurants,2024-10-31 19:23:23,5.04
Hotel Century Southern Tower,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 19:23:28,5.09
Holo Taco,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:23:33,4.79
Moin Moin Gelato,5451,Dairy Products Stores,2024-10-31 19:23:38,5.44
Bliss Nest Capsules (Bnc),5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 19:23:43,4.94
Klosh,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:23:48,5.37
Since1887,5921,"Package Stores – Beer, Wine, and Liquor",2024-10-31 19:23:56,7.05
Uptodate Inc.,5817,Digital Goods — Software Applications excluding games,2024-10-31 19:24:01,5.73
Perfingo,5734,Computer Software Stores,2024-10-31 19:24:06,5.15
Winzip,5734,Computer Software Stores,2024-10-31 19:24:11,4.58
Asxence,5300,Wholesale Clubs,2024-10-31 19:24:16,4.73
Kitchen Hands,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 19:24:21,5.37
Roses Only,5399,Miscellaneous General Merchandise,2024-10-31 19:24:26,4.87
Cole Haan,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:24:31,5.35
Enfa,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:24:36,4.41
Sand And Sky,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:24:41,5.25
Airfree,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 19:24:46,4.84
The French Bookstore,5942,Book Stores,2024-10-31 19:24:51,4.74
Tanjong Pagar Town,9399,Government Services not Elsewhere Classified,2024-10-31 19:24:56,5.48
Onzie.Com,5691,Men’s and Women’s Clothing Stores,2024-10-31 19:25:01,4.99
Sunflowers Animal Farm Margaret River,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 19:25:07,5.51
Bloomingdale'S,5977,Cosmetic Stores,2024-10-31 19:25:11,4.72
Cambridge Satchel Co,5699,Miscellaneous Apparel and Accessory Shops,2024-10-31 19:25:16,4.77
Chipoba,5812,Eating Places and Restaurants,2024-10-31 19:25:21,5.07

Noka-Open Farm Community,5812,Eating Places and Restaurants,2024-10-31 20:58:15,6.33
Parkroyal Serviced Suites Kuala Lumpur,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 20:58:20,4.91
Rayz Umm Hotel Malang,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 20:58:27,7.51
Men Men Don Don,5812,Eating Places and Restaurants,2024-10-31 20:58:33,5.43
Millennium Downtown New York,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 20:58:38,5.68
Bnchappyst Bnc,5719,Miscellaneous Home Furnishing Specialty Stores,2024-10-31 20:58:44,5.44
Qin Restaurant N Bar,5812,Eating Places and Restaurants,2024-10-31 20:58:50,5.72
Cd-Keys.Online,5734,Computer Software Stores,2024-10-31 20:58:58,7.96
Alley On 25,5812,Eating Places and Restaurants,2024-10-31 20:59:03,5.35
Stregissingapore.Com,5812,Eating Places and Restaurants,2024-10-31 20:59:09,5.84
Restaurant Depot,5411,"Grocery Stores, Supermarkets",2024-10-31 20:59:14,4.92
Superitto,5814,Fast Food Restaurants,2024-10-31 20:59:19,5.3
A1Supplements.Com,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 20:59:26,7.42
London & Martin Co.,5812,Eating Places and Restaurants,2024-10-31 20:59:32,5.26
Kim Able Household - Amk,5722,Household Appliance Stores,2024-10-31 20:59:37,5.23
Love And Honey Boutique,5691,Men’s and Women’s Clothing Stores,2024-10-31 20:59:42,5.46
Daun Bistro,5814,Fast Food Restaurants,2024-10-31 20:59:47,4.83
Supresso,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 20:59:52,5.24
Mosaic Cafe And Bakery,5812,Eating Places and Restaurants,2024-10-31 20:59:58,5.79
Food For Life,5814,Fast Food Restaurants,2024-10-31 21:00:03,4.73
Winnie'S,5814,Fast Food Restaurants,2024-10-31 21:00:08,4.72
Tailwind Air,4511,"Airlines, Air Carriers",2024-10-31 21:00:12,4.5
Citibank Atm,6012,Financial Institutions – Merchandise and Services,2024-10-31 21:00:17,4.68
Studio Fleurette Pte Ltd,5812,Eating Places and Restaurants,2024-10-31 21:00:23,6.15
Yi Mandarin,8244,Business and Secretarial Schools,2024-10-31 21:00:28,5.07
Furla,5631,Women’s Accessory and Specialty Shops,2024-10-31 21:00:33,5.37
Singapore Trampoline Academy,7997,"Membership Clubs sports, Recreation, Athletic, Country Clubs, and Private Golf Courses",2024-10-31 21:00:38,4.99
Neue Mart,5411,"Grocery Stores, Supermarkets",2024-10-31 21:00:43,4.61
Repetto,5948,Luggage and Leather Goods Shops,2024-10-31 21:00:48,4.69
Noku Osaka,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 21:00:53,5.27
Nuphoto,5969,Direct Marketing – Not Elsewhere Classified,2024-10-31 21:00:58,4.89
Pn Play Store,5734,Computer Software Stores,2024-10-31 21:01:03,4.85
Iroo,5621,Women’s Ready-to-wear Stores,2024-10-31 21:01:08,5.28
Joop,5691,Men’s and Women’s Clothing Stores,2024-10-31 21:01:14,5.91
American Club,7399,"Business Services, Not Elsewhere Classified",2024-10-31 21:01:19,4.98
Skewer Hot Pot,5814,Fast Food Restaurants,2024-10-31 21:01:26,6.81
Division Athletics,7997,"Membership Clubs sports, Recreation, Athletic, Country Clubs, and Private Golf Courses",2024-10-31 21:01:31,5.44
Orpheus Dive Pl,5941,Sporting Goods Stores,2024-10-31 21:01:39,8.0
Ameliorate Crysta,5734,Computer Software Stores,2024-10-31 21:01:45,5.35
Gaku Sushi Bar,5812,Eating Places and Restaurants,2024-10-31 21:01:50,5.58
First Culinary Rstnt@Kaki,5812,Eating Places and Restaurants,2024-10-31 21:01:58,7.82
The Queen'S Inglish Pub,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 21:02:03,5.29
Qobuz,5815,"Digital Goods — Media, books, movies, music",2024-10-31 21:02:09,5.84
Zchocolat.Com,5441,"Candy, Nut, and Confectionery Stores",2024-10-31 21:02:14,4.85
Woobar,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 21:02:19,4.66
Pollen,5812,Eating Places and Restaurants,2024-10-31 21:02:24,4.93
Headrock Vr,7991,Tourist Attractions and Exhibits,2024-10-31 21:02:28,4.87
New Hairstory,7230,Barber and Beauty Shops,2024-10-31 21:02:33,4.86
Sandwich Shop,5814,Fast Food Restaurants,2024-10-31 21:02:38,5.0
Bisou -Nail Art Atelier-,7297,Massage Parlors,2024-10-31 21:02:44,5.31
Wheat,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 21:02:48,4.37
Network It Group,7379,"Computer Maintenance and Repair Services, Not Elsewhere Classified",2024-10-31 21:02:53,4.67
Riverside Grilled Fish Rc,5812,Eating Places and Restaurants,2024-10-31 21:02:57,4.86
Bloomback,5992,Florists,2024-10-31 21:03:02,4.65
Aeroflot,3011,Aeorflot,2024-10-31 21:03:07,5.02
Epikebabs,5814,Fast Food Restaurants,2024-10-31 21:03:12,4.98
Outsiders,5941,Sporting Goods Stores,2024-10-31 21:03:19,6.85
Pure Gold,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 21:03:24,4.67
Rustan'S,5411,"Grocery Stores, Supermarkets",2024-10-31 21:03:29,5.01
Bykurahome,5734,Computer Software Stores,2024-10-31 21:03:33,4.56
Parkroyal Melbourne Airport,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 21:03:38,4.95
Shiki,5411,"Grocery Stores, Supermarkets",2024-10-31 21:03:43,4.81
Al-Basha Take Out Only,5814,Fast Food Restaurants,2024-10-31 21:03:48,5.39
Onlybrown,5699,Miscellaneous Apparel and Accessory Shops,2024-10-31 21:03:53,5.07
Webhostingpad,4816,Computer Network Services,2024-10-31 21:03:59,5.09
Washoku Goen,5812,Eating Places and Restaurants,2024-10-31 21:04:04,5.05
Brunello Cucinelli,5691,Men’s and Women’s Clothing Stores,2024-10-31 21:04:09,5.54
Spiffy Dapper,5812,Eating Places and Restaurants,2024-10-31 21:04:14,5.01
Avg Technologies Canada Inc.,5734,Computer Software Stores,2024-10-31 21:04:19,5.06
Maxx Coffee,5814,Fast Food Restaurants,2024-10-31 21:04:27,7.51
Avenue Kids,5641,Children’s and Infant’s Wear Stores,2024-10-31 21:04:32,5.36
C.O. Bigelow Chemists,7230,Barber and Beauty Shops,2024-10-31 21:04:37,4.91
The Kuala Lumpur Journal Hotel,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 21:04:42,4.63
